source_row_index,timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses
4560,2020-02-01 01:15:19,-0.0139999999999993,8.884,8.87,-0.0240000000000009,8.886,52.3,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4570,2020-02-01 01:15:29,-0.0139999999999993,8.876,8.858,-0.0240000000000009,8.876,52.150000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4580,2020-02-01 01:15:39,-0.0120000000000004,8.866,8.85,-0.0219999999999984,8.866,52.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4590,2020-02-01 01:15:49,-0.0139999999999993,8.856,8.84,-0.0240000000000009,8.858,52.175,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4600,2020-02-01 01:15:59,-0.0139999999999993,8.846,8.832,-0.0219999999999984,8.848,52.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4610,2020-02-01 01:16:09,-0.0139999999999993,8.838,8.822,-0.0240000000000009,8.838,52.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4620,2020-02-01 01:16:19,-0.0139999999999993,8.828,8.814,-0.0240000000000009,8.828,52.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4630,2020-02-01 01:16:29,-0.0139999999999993,8.818,8.802,-0.0240000000000009,8.818,52.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4640,2020-02-01 01:16:39,-0.0139999999999993,8.808,8.792,-0.0240000000000009,8.81,52.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4650,2020-02-01 01:16:49,-0.0120000000000004,8.8,8.784,-0.0219999999999984,8.8,52.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4660,2020-02-01 01:16:58,-0.0139999999999993,8.79,8.774,-0.0240000000000009,8.788,52.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4670,2020-02-01 01:17:08,-0.0139999999999993,8.778,8.764,-0.0240000000000009,8.778,52.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4680,2020-02-01 01:17:18,-0.0139999999999993,8.77,8.756,-0.0219999999999984,8.77,51.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4690,2020-02-01 01:17:28,-0.0139999999999993,8.762,8.746,-0.0219999999999984,8.762,52.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4700,2020-02-01 01:17:38,-0.0139999999999993,8.75,8.736,-0.0240000000000009,8.75,51.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4710,2020-02-01 01:17:48,-0.0139999999999993,8.742,8.728,-0.0219999999999984,8.742,51.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4720,2020-02-01 01:17:58,-0.0120000000000004,8.732,8.718,-0.0240000000000009,8.734,51.82500000000002,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4730,2020-02-01 01:18:08,-0.0139999999999993,8.722,8.708,-0.0240000000000009,8.722,51.8,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4740,2020-02-01 01:18:18,-0.0139999999999993,8.712,8.698,-0.0219999999999984,8.712,51.82500000000002,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4750,2020-02-01 01:18:28,-0.0139999999999993,8.704,8.688,-0.0219999999999984,8.704,51.75,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4760,2020-02-01 01:18:38,-0.0139999999999993,8.692,8.678,-0.0219999999999984,8.694,51.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4770,2020-02-01 01:18:47,-0.0139999999999993,8.686,8.67,-0.0219999999999984,8.684,51.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4780,2020-02-01 01:18:57,-0.0139999999999993,8.674,8.662,-0.0219999999999984,8.676,51.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4790,2020-02-01 01:19:07,-0.0139999999999993,8.666,8.65,-0.0219999999999984,8.666,51.69999999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4800,2020-02-01 01:19:17,-0.0139999999999993,8.658,8.644,-0.0240000000000009,8.658,51.6,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4810,2020-02-01 01:19:27,-0.0139999999999993,8.646,8.634,-0.0219999999999984,8.648,51.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4820,2020-02-01 01:19:37,-0.0139999999999993,8.638,8.624,-0.0219999999999984,8.638,51.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4830,2020-02-01 01:19:47,-0.0139999999999993,8.63,8.616,-0.0240000000000009,8.632,51.64999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4840,2020-02-01 01:19:57,-0.0139999999999993,8.618,8.606,-0.0219999999999984,8.62,51.525000000000006,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4850,2020-02-01 01:20:07,-0.0139999999999993,8.61,8.598,-0.0240000000000009,8.612,51.49999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4860,2020-02-01 01:20:17,-0.0139999999999993,8.602,8.588,-0.0219999999999984,8.6,51.44999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4870,2020-02-01 01:20:27,-0.0139999999999993,8.592,8.578,-0.0219999999999984,8.592,51.47500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4880,2020-02-01 01:20:36,-0.0139999999999993,8.584,8.57,-0.0219999999999984,8.582,51.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4890,2020-02-01 01:20:46,-0.0139999999999993,8.574,8.562,-0.0240000000000009,8.574,51.375,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4900,2020-02-01 01:20:56,-0.0139999999999993,8.566,8.554,-0.0219999999999984,8.566,51.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4910,2020-02-01 01:21:06,-0.0139999999999993,8.556,8.542,-0.0219999999999984,8.558,51.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4920,2020-02-01 01:21:16,-0.0139999999999993,8.548,8.534,-0.0219999999999984,8.548,51.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4930,2020-02-01 01:21:26,-0.0139999999999993,8.538,8.524,-0.0240000000000009,8.538,51.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4940,2020-02-01 01:21:36,-0.0139999999999993,8.53,8.516,-0.0219999999999984,8.53,51.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4950,2020-02-01 01:21:46,-0.0159999999999982,8.52,8.506,-0.0219999999999984,8.522,51.2,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4960,2020-02-01 01:21:56,-0.0139999999999993,8.512,8.496,-0.0240000000000009,8.514,51.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4970,2020-02-01 01:22:06,-0.0139999999999993,8.502,8.488,-0.0240000000000009,8.502,51.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4980,2020-02-01 01:22:16,-0.0139999999999993,8.496,8.48,-0.0240000000000009,8.496,51.125,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4990,2020-02-01 01:22:26,-0.0139999999999993,8.484,8.472,-0.0219999999999984,8.486,51.025000000000006,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5000,2020-02-01 01:22:35,-0.0139999999999993,8.476,8.462,-0.0240000000000009,8.476,51.075,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5010,2020-02-01 01:22:45,-0.0139999999999993,8.466,8.452,-0.0240000000000009,8.466,51.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5020,2020-02-01 01:22:55,-0.0139999999999993,8.458,8.444,-0.0219999999999984,8.458,50.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5030,2020-02-01 01:23:05,-0.0139999999999993,8.45,8.436,-0.0219999999999984,8.45,50.975,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5040,2020-02-01 01:23:15,-0.0139999999999993,8.44,8.426,-0.0240000000000009,8.44,51.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5050,2020-02-01 01:23:25,-0.0159999999999982,8.432,8.418,-0.0219999999999984,8.432,50.875,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5060,2020-02-01 01:23:35,-0.0139999999999993,8.424,8.41,-0.0240000000000009,8.424,50.95,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5070,2020-02-01 01:23:45,-0.0139999999999993,8.414,8.4,-0.0240000000000009,8.414,50.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5080,2020-02-01 01:23:55,-0.0159999999999982,8.404,8.39,-0.0240000000000009,8.404,50.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5090,2020-02-01 01:24:05,-0.0139999999999993,8.396,8.382,-0.0219999999999984,8.396,50.725,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5100,2020-02-01 01:24:15,-0.0139999999999993,8.388,8.374,-0.0240000000000009,8.388,50.64999999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5110,2020-02-01 01:24:24,-0.0139999999999993,8.38,8.366,-0.0240000000000009,8.38,50.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5120,2020-02-01 01:24:34,-0.0139999999999993,8.372,8.358,-0.0240000000000009,8.372,50.625000000000014,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5130,2020-02-01 01:24:44,-0.0139999999999993,8.364,8.348,-0.0240000000000009,8.362,50.64999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5140,2020-02-01 01:24:54,-0.0120000000000004,8.356,8.34,-0.0240000000000009,8.356,50.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5150,2020-02-01 01:25:04,-0.0139999999999993,8.344,8.33,-0.0240000000000009,8.346,50.55000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5160,2020-02-01 01:25:14,-0.0139999999999993,8.338,8.324,-0.0240000000000009,8.336,50.55000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5170,2020-02-01 01:25:24,-0.0139999999999993,8.328,8.314,-0.0240000000000009,8.328,50.52499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5180,2020-02-01 01:25:34,-0.0139999999999993,8.32,8.306,-0.0240000000000009,8.32,50.400000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5190,2020-02-01 01:25:44,-0.0139999999999993,8.312,8.298,-0.0240000000000009,8.312,50.52499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5200,2020-02-01 01:25:54,-0.0139999999999993,8.304,8.288,-0.0240000000000009,8.304,50.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5210,2020-02-01 01:26:04,-0.0139999999999993,8.294,8.282,-0.0219999999999984,8.296,50.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5220,2020-02-01 01:26:13,-0.0139999999999993,8.286,8.272,-0.0240000000000009,8.286,50.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5230,2020-02-01 01:26:23,-0.0139999999999993,8.278,8.264,-0.0240000000000009,8.278,50.35000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5240,2020-02-01 01:26:33,-0.0139999999999993,8.27,8.254,-0.0240000000000009,8.27,50.25,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5250,2020-02-01 01:26:43,-0.0139999999999993,8.262,8.248,-0.0240000000000009,8.26,50.35000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5260,2020-02-01 01:26:53,-0.0139999999999993,8.254,8.24,-0.0219999999999984,8.254,50.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5270,2020-02-01 01:27:03,-0.0159999999999982,8.244,8.23,-0.0240000000000009,8.244,50.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5280,2020-02-01 01:27:13,-0.0139999999999993,8.236,8.224,-0.0240000000000009,8.238,50.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5290,2020-02-01 01:27:23,-0.0139999999999993,8.228,8.216,-0.0240000000000009,8.228,50.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5300,2020-02-01 01:27:33,-0.0139999999999993,8.218,8.206,-0.0240000000000009,8.22,50.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5310,2020-02-01 01:27:43,-0.0139999999999993,8.21,8.198,-0.0219999999999984,8.212,50.025000000000006,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5320,2020-02-01 01:27:53,-0.0159999999999982,8.204,8.19,-0.0240000000000009,8.204,50.05,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5330,2020-02-01 01:28:02,-0.0139999999999993,8.194,8.18,-0.0219999999999984,8.196,49.95,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5340,2020-02-01 01:28:12,-0.0159999999999982,8.186,8.174,-0.0240000000000009,8.188,49.85000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5350,2020-02-01 01:28:22,-0.0139999999999993,8.18,8.168,-0.0240000000000009,8.18,49.875,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5360,2020-02-01 01:28:32,-0.0139999999999993,8.172,8.16,-0.0219999999999984,8.172,49.825,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5370,2020-02-01 01:28:42,-0.0139999999999993,8.162,8.148,-0.0240000000000009,8.164,49.825,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5380,2020-02-01 01:28:52,-0.0139999999999993,8.154,8.142,-0.0240000000000009,8.156,49.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5390,2020-02-01 01:29:02,-0.0139999999999993,8.144,8.134,-0.0240000000000009,8.146,49.8,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5400,2020-02-01 01:29:12,-0.0139999999999993,8.136,8.126,-0.0240000000000009,8.138,49.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5410,2020-02-01 01:29:22,-0.0139999999999993,8.128,8.118,-0.0219999999999984,8.13,49.625,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5420,2020-02-01 01:29:32,-0.0139999999999993,8.12,8.11,-0.0219999999999984,8.122,49.6,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5430,2020-02-01 01:29:42,-0.0139999999999993,8.112,8.102,-0.0240000000000009,8.114,49.7,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5440,2020-02-01 01:29:51,-0.0159999999999982,8.106,8.092,-0.0240000000000009,8.106,49.45,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5450,2020-02-01 01:30:01,-0.0139999999999993,8.098,8.086,-0.0240000000000009,8.098,49.52499999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5460,2020-02-01 01:30:11,-0.0139999999999993,8.088,8.078,-0.0240000000000009,8.09,49.55000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5470,2020-02-01 01:30:21,-0.0159999999999982,8.08,8.07,-0.0240000000000009,8.082,49.6,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5480,2020-02-01 01:30:31,-0.0139999999999993,8.074,8.062,-0.0219999999999984,8.074,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5490,2020-02-01 01:30:41,6.715999999999999,8.066,-0.0279999999999986,-0.0240000000000009,8.066,49.325,5.609999999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5500,2020-02-01 01:30:51,8.53,8.178,-0.0259999999999998,-0.0219999999999984,8.178,49.400000000000006,5.954999999999998,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5510,2020-02-01 01:31:01,8.816,8.474,-0.0219999999999984,-0.0240000000000009,8.47,49.325,6.057500000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5520,2020-02-01 01:31:11,9.08,8.746,-0.0199999999999995,-0.0240000000000009,8.74,49.35000000000001,6.040000000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5530,2020-02-01 01:31:21,9.31,8.984,-0.0180000000000006,-0.0219999999999984,8.978,49.225,5.994999999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5540,2020-02-01 01:31:31,9.548,9.222,-0.0139999999999993,-0.0240000000000009,9.22,49.225,6.080000000000002,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5550,2020-02-01 01:31:40,9.774,9.454,-0.0159999999999982,-0.0219999999999984,9.452,49.400000000000006,6.109999999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5560,2020-02-01 01:31:50,9.954,9.57,-0.0139999999999993,-0.0240000000000009,9.564,49.425,6.145,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5570,2020-02-01 01:32:00,10.164,9.788,-0.0139999999999993,-0.0219999999999984,9.782,49.425,6.16,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5580,2020-02-01 01:32:10,10.366,9.996,-0.0120000000000004,-0.0240000000000009,9.994,49.625,6.182499999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5590,2020-02-01 01:32:20,-0.0259999999999998,10.096,10.096,-0.0219999999999984,10.096,49.775000000000006,3.945,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5600,2020-02-01 01:32:30,-0.0240000000000009,10.042,10.038,-0.0240000000000009,10.04,50.37499999999999,3.9625,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5610,2020-02-01 01:32:40,-0.0219999999999984,10.002,9.996,-0.0219999999999984,9.998,51.0,3.9700000000000006,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5620,2020-02-01 01:32:50,-0.0219999999999984,9.968,9.96,-0.0219999999999984,9.968,51.325,3.952500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5630,2020-02-01 01:33:00,-0.0199999999999995,9.944,9.934,-0.0219999999999984,9.942,51.89999999999999,3.890000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5640,2020-02-01 01:33:10,-0.0180000000000006,9.918,9.908,-0.0219999999999984,9.918,52.2,3.932499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5650,2020-02-01 01:33:20,-0.0159999999999982,9.898,9.886,-0.0240000000000009,9.896,52.69999999999999,3.9175,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5660,2020-02-01 01:33:29,-0.0139999999999993,9.88,9.868,-0.0219999999999984,9.878,52.925,3.914999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5670,2020-02-01 01:33:39,-0.0139999999999993,9.862,9.848,-0.0219999999999984,9.86,53.2,3.994999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5680,2020-02-01 01:33:49,-0.0139999999999993,9.846,9.834,-0.0240000000000009,9.846,53.325,4.037500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5690,2020-02-01 01:33:59,-0.0120000000000004,9.832,9.818,-0.0219999999999984,9.832,53.42499999999998,4.055,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5700,2020-02-01 01:34:09,-0.0139999999999993,9.818,9.802,-0.0219999999999984,9.816,53.49999999999999,3.9825,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5710,2020-02-01 01:34:19,-0.0139999999999993,9.8,9.786,-0.0240000000000009,9.8,53.325,3.8475,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5720,2020-02-01 01:34:29,-0.0120000000000004,9.79,9.774,-0.0240000000000009,9.79,53.225,3.955,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5730,2020-02-01 01:34:39,-0.0120000000000004,9.776,9.76,-0.0219999999999984,9.776,53.025000000000006,3.8375,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5740,2020-02-01 01:34:49,-0.0120000000000004,9.762,9.748,-0.0219999999999984,9.764,52.95,3.8000000000000007,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5750,2020-02-01 01:34:59,-0.0120000000000004,9.752,9.738,-0.0240000000000009,9.754,52.82500000000002,3.887500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5760,2020-02-01 01:35:09,-0.0120000000000004,9.74,9.726,-0.0219999999999984,9.74,52.725,3.880000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5770,2020-02-01 01:35:18,-0.0120000000000004,9.728,9.712,-0.0240000000000009,9.728,52.60000000000001,3.8225,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5780,2020-02-01 01:35:28,-0.0139999999999993,9.716,9.7,-0.0240000000000009,9.716,52.49999999999999,3.7925,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5790,2020-02-01 01:35:38,-0.0120000000000004,9.706,9.69,-0.0219999999999984,9.706,52.525000000000006,3.91,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5800,2020-02-01 01:35:48,-0.0120000000000004,9.692,9.678,-0.0219999999999984,9.694,52.42500000000001,3.8625000000000007,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5810,2020-02-01 01:35:58,-0.0120000000000004,9.682,9.668,-0.0219999999999984,9.684,52.42500000000001,3.955,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5820,2020-02-01 01:36:08,-0.0120000000000004,9.67,9.656,-0.0240000000000009,9.672,52.49999999999999,3.932499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5830,2020-02-01 01:36:18,-0.0139999999999993,9.66,9.646,-0.0240000000000009,9.66,52.375,3.9025,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5840,2020-02-01 01:36:28,-0.0120000000000004,9.65,9.636,-0.0240000000000009,9.65,52.525000000000006,3.895,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5850,2020-02-01 01:36:38,-0.0139999999999993,9.64,9.624,-0.0240000000000009,9.638,52.35000000000001,3.827500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5860,2020-02-01 01:36:48,-0.0120000000000004,9.628,9.614,-0.0240000000000009,9.628,52.3,3.905,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5870,2020-02-01 01:36:58,-0.0120000000000004,9.618,9.6,-0.0219999999999984,9.616,52.42500000000001,3.99,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5880,2020-02-01 01:37:08,-0.0120000000000004,9.608,9.592,-0.0240000000000009,9.608,52.375,3.9575,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5890,2020-02-01 01:37:17,-0.0120000000000004,9.596,9.582,-0.0240000000000009,9.596,52.375,3.880000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5900,2020-02-01 01:37:27,-0.0120000000000004,9.586,9.572,-0.0240000000000009,9.586,52.47500000000001,3.98,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5910,2020-02-01 01:37:37,-0.0120000000000004,9.576,9.562,-0.0219999999999984,9.578,52.60000000000001,3.895,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5920,2020-02-01 01:37:47,-0.0120000000000004,9.566,9.552,-0.0240000000000009,9.568,52.525000000000006,4.01,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5930,2020-02-01 01:37:57,-0.009999999999998,9.556,9.542,-0.0240000000000009,9.558,52.525000000000006,3.9075000000000006,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5940,2020-02-01 01:38:07,-0.0120000000000004,9.546,9.532,-0.0240000000000009,9.548,52.42500000000001,3.9575,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5950,2020-02-01 01:38:17,-0.0120000000000004,9.536,9.522,-0.0240000000000009,9.536,52.45,3.8925,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5960,2020-02-01 01:38:27,-0.0120000000000004,9.526,9.51,-0.0240000000000009,9.526,52.42500000000001,3.8575,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5970,2020-02-01 01:38:37,-0.0139999999999993,9.516,9.5,-0.0240000000000009,9.518,52.60000000000001,3.967500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5980,2020-02-01 01:38:47,-0.0120000000000004,9.506,9.49,-0.0240000000000009,9.506,52.625000000000014,3.9825,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5990,2020-02-01 01:38:57,-0.0139999999999993,9.494,9.48,-0.0240000000000009,9.494,52.64999999999999,3.960000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6000,2020-02-01 01:39:06,-0.0120000000000004,9.484,9.47,-0.0240000000000009,9.486,52.525000000000006,3.9175,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6010,2020-02-01 01:39:16,-0.0120000000000004,9.476,9.46,-0.0240000000000009,9.476,52.625000000000014,0.0449999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6020,2020-02-01 01:39:26,-0.0120000000000004,9.464,9.45,-0.0240000000000009,9.466,52.82500000000002,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6030,2020-02-01 01:39:36,-0.0120000000000004,9.454,9.44,-0.0240000000000009,9.456,53.025000000000006,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6040,2020-02-01 01:39:46,-0.0120000000000004,9.444,9.428,-0.0240000000000009,9.446,53.1,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6050,2020-02-01 01:39:56,-0.0120000000000004,9.432,9.416,-0.0219999999999984,9.434,53.075,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
6060,2020-02-01 01:40:06,-0.0120000000000004,9.422,9.408,-0.0219999999999984,9.424,53.05,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
