source_dataset,incident_count,year,state_or_location_field_if_available,cause_category_if_available,incident_type_or_system_type_if_available,total_estimated_cost_if_available,fatalities_if_available,injuries_if_available,ignition_or_fire_field_if_available,release_or_leak_field_if_available,dashboard_risk_note
PHMSA Gas Transmission Incidents,1,2024,AZ,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,500033,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,AZ,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,568090,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,CA,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,909098,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,CA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,3397328,0,0,NO,MECHANICAL PUNCTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,CA,INCORRECT OPERATION,TRANSMISSION IN STORAGE FIELD,107713,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,CA,INCORRECT OPERATION,TRANSMISSION SYSTEM,1578600,0,1,YES,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2024,CA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,5473828,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,CO,INCORRECT OPERATION,TYPE C GATHERING,14190,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,CO,OTHER INCIDENT CAUSE,TYPE C GATHERING,140155,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,FL,INCORRECT OPERATION,TRANSMISSION SYSTEM,156219,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,GA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,73828,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,GA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,22175,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,IL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,250000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,IL,EXCAVATION DAMAGE,TRANSMISSION IN STORAGE FIELD,17537,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,IL,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,241535,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,IN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,9833,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,KS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,15633,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,KS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,101422,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,KY,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,150058,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,KY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1200215,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,LA,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,146099,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,LA,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,347118,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,LA,CORROSION FAILURE,TYPE C GATHERING,228241,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,LA,EQUIPMENT FAILURE,TYPE C GATHERING,58300,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,LA,INCORRECT OPERATION,TRANSMISSION IN STORAGE FIELD,668573,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,LA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,279961,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,220000,0,1,YES,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2024,MD,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,217048,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,MI,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION IN STORAGE FIELD,1522357,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,MO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,29846,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,MO,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,170066,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,MS,CORROSION FAILURE,TRANSMISSION SYSTEM,402082,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,326249,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,MS,INCORRECT OPERATION,TRANSMISSION SYSTEM,11066,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,2443561,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,687893,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,NJ,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,404089,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,NM,MATERIAL FAILURE OF PIPE OR WELD,TYPE C GATHERING,107414,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,NV,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,172491,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,NY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,187597,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,996527,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OH,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,570115,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OH,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,40166,0,2,YES,LEAK,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2024,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,11097,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OH,EQUIPMENT FAILURE,TYPE C GATHERING,9203,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OH,NATURAL FORCE DAMAGE,TYPE C GATHERING,721737,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,153132,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,OK,CORROSION FAILURE,TYPE C GATHERING,86643,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,22255,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,791954,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,OK,INCORRECT OPERATION,TRANSMISSION SYSTEM,43458,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,OK,INCORRECT OPERATION,TYPE C GATHERING,75175,0,3,YES,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2024,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1106171,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,PA,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,397755,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,114514,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1081476,0,0,NO,MECHANICAL PUNCTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2024,PA,EQUIPMENT FAILURE,TYPE C GATHERING,9714,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,100458,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,63369,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TN,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,196143,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,38045,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,5445,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1500306,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,155891,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,TX,INCORRECT OPERATION,TRANSMISSION SYSTEM,49960,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,107216,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,TX,OTHER INCIDENT CAUSE,TYPE C GATHERING,69963,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,TX,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,1337211,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,TX,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,124740,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,TX,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,3345804,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2024,UT,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,124599,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2024,WA,CORROSION FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,316336,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,WA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,9906,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,WA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,201750,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,9615,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2024,WV,EQUIPMENT FAILURE,TYPE C GATHERING,501013,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,11,2025,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,22849933,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,7,2025,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1034288,0,1,NO,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,4,2025,PA,EQUIPMENT FAILURE,TYPE C GATHERING,1351996,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2025,TX,CORROSION FAILURE,TYPE C GATHERING,1290697,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2025,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,209968,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,IA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,547916,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,657935,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,202000,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,LA,EQUIPMENT FAILURE,TYPE C GATHERING,28502,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,244250,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,795463,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,TX,CORROSION FAILURE,TYPE C GATHERING,455180,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,2,2025,TX,INCORRECT OPERATION,TYPE C GATHERING,1064871,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,2,2025,TX,INCORRECT OPERATION,TYPE C GATHERING,2025902,0,1,YES,LEAK,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,2,2025,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,839055,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2025,TX,OTHER OUTSIDE FORCE DAMAGE,TYPE C GATHERING,1086164,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2025,AL,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,242042,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,AR,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,252602,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,AZ,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,13934,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1605166,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2025,CA,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,335432,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,CA,INCORRECT OPERATION,TRANSMISSION SYSTEM,966989,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,CA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,24677646,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2025,CO,CORROSION FAILURE,TRANSMISSION SYSTEM,550061,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,CO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,522819,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2025,CO,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,244897,0,1,NO,MECHANICAL PUNCTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2025,FL,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,483497,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,GA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,48552,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,IL,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,120872,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,IN,CORROSION FAILURE,TRANSMISSION SYSTEM,145692,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,KS,INCORRECT OPERATION,TYPE C GATHERING,16200,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,KS,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,103313,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,KY,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,212479,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,KY,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,1262,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,KY,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,347456,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,LA,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,416755,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,LA,CORROSION FAILURE,TYPE C GATHERING,425983,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,LA,OTHER INCIDENT CAUSE,TYPE C GATHERING,11302,0,1,NO,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2025,MI,CORROSION FAILURE,TRANSMISSION SYSTEM,211832,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MI,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,709495,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,236797,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MI,EXCAVATION DAMAGE,TRANSMISSION IN STORAGE FIELD,128541,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,MI,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,342531,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,MN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,15830,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MN,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,199664,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,MN,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,10098,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,MO,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,76796,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION IN STORAGE FIELD,124283,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MS,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,4523,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,MT,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,742869,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,MT,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,153483,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,ND,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,28508,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,ND,MATERIAL FAILURE OF PIPE OR WELD,TYPE C GATHERING,37648,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NE,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,27233,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NE,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,911568,1,0,YES,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2025,NJ,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,916588,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,NM,CORROSION FAILURE,TYPE C GATHERING,28812,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NM,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,344071,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NM,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,199868,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NM,INCORRECT OPERATION,TYPE C GATHERING,51000,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,NY,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,1340817,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2025,NY,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,69546,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,NY,OTHER INCIDENT CAUSE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,28548,0,1,NO,OTHER,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2025,Not available,CORROSION FAILURE,TYPE C GATHERING,175055,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,Not available,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,101776,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,Not available,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,2593744,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2025,OH,CORROSION FAILURE,TYPE C GATHERING,2000204,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2025,OK,EQUIPMENT FAILURE,TYPE C GATHERING,42436,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2025,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,160715,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2025,OK,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,151316,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
