WorkOrderID,AssetID,MaintenanceDate,ActionID,MaintenanceType,LaborHours,PartsCost,TotalCost,WorkOrderStatus,CompletionDate,PerformedBy,DataOrigin,IsIllustrative
2754,LNG-GEN-034,2015-10-28,2,Corrective,4.0,3750.0,4350.0,Completed,2015-10-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2755,LNG-PMP-051,2015-10-28,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-10-28,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2756,LNG-MTR-058,2015-10-28,8,Predictive,9.0,12000.0,13350.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2757,LNG-MTR-058,2015-10-28,4,Predictive,2.25,800.0,1137.5,Completed,2015-10-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2758,LNG-CWP-065,2015-10-28,8,Predictive,9.0,13200.0,14550.0,Completed,2015-10-29,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2759,LNG-CMP-067,2015-10-28,2,Predictive,3.0,4500.0,4950.0,Completed,2015-10-28,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2760,LNG-MTR-083,2015-10-28,2,Predictive,3.0,3000.0,3450.0,Completed,2015-10-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2761,LNG-MTR-083,2015-10-28,8,Predictive,9.0,12000.0,13350.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2762,LNG-GEN-004,2015-10-29,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-10-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2763,LNG-GEN-004,2015-10-29,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-10-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2764,LNG-PMP-016,2015-10-29,4,Preventive,3.0,880.0,1330.0,Completed,2015-10-29,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2765,LNG-GEN-024,2015-10-29,2,Predictive,3.0,3750.0,4200.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2766,LNG-GEN-029,2015-10-29,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-10-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2767,LNG-MTR-038,2015-10-29,1,Predictive,3.0,5000.0,5450.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2768,LNG-PMP-041,2015-10-29,1,Corrective,4.0,5500.0,6100.0,Completed,2015-10-29,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2769,LNG-PMP-041,2015-10-29,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-10-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2770,LNG-MTR-068,2015-10-29,4,Preventive,3.0,800.0,1250.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2771,LNG-MTR-073,2015-10-29,2,Predictive,3.0,3000.0,3450.0,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2772,LNG-MTR-073,2015-10-29,4,Predictive,2.25,800.0,1137.5,Completed,2015-10-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2773,LNG-GEN-079,2015-10-29,8,Predictive,9.0,15000.0,16350.0,Completed,2015-10-30,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2774,LNG-PMP-081,2015-10-29,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-10-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2775,LNG-PMP-091,2015-10-29,4,Corrective,3.0,880.0,1330.0,Completed,2015-10-29,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2776,LNG-CMP-002,2015-10-30,1,Predictive,3.0,7500.0,7950.0,Completed,2015-10-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2777,LNG-CMP-002,2015-10-30,4,Predictive,2.25,1200.0,1537.5,Completed,2015-10-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2778,LNG-GEN-009,2015-10-30,2,Predictive,3.0,3750.0,4200.0,Completed,2015-10-30,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2779,LNG-PMP-076,2015-10-30,1,Predictive,3.0,5500.0,5950.0,Completed,2015-10-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2780,LNG-PMP-096,2015-10-30,1,Predictive,3.0,5500.0,5950.0,Completed,2015-10-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2781,LNG-GEN-099,2015-10-30,4,Corrective,3.0,1000.0,1450.0,Completed,2015-10-30,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2782,LNG-CWP-010,2015-10-31,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-10-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2783,LNG-CWP-010,2015-10-31,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2784,LNG-CWP-020,2015-10-31,8,Corrective,12.0,13200.0,15000.0,Completed,2015-11-01,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2785,LNG-CWP-025,2015-10-31,2,Corrective,4.0,3300.0,3900.0,Completed,2015-10-31,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2786,LNG-CWP-025,2015-10-31,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2787,LNG-CWP-040,2015-10-31,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-10-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2788,LNG-CMP-052,2015-10-31,1,Corrective,4.0,7500.0,8100.0,Completed,2015-10-31,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2789,LNG-CMP-052,2015-10-31,4,Corrective,3.0,1200.0,1650.0,Completed,2015-10-31,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2790,LNG-PMP-066,2015-10-31,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-10-31,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2791,LNG-MTR-088,2015-10-31,1,Predictive,3.0,5000.0,5450.0,Completed,2015-10-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2792,LNG-MTR-088,2015-10-31,2,Predictive,3.0,3000.0,3450.0,Completed,2015-10-31,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2793,LNG-PMP-001,2015-11-01,2,Predictive,3.0,3300.0,3750.0,Completed,2015-11-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2794,LNG-PMP-001,2015-11-01,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2795,LNG-CWP-015,2015-11-01,2,Corrective,4.0,3300.0,3900.0,Completed,2015-11-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2796,LNG-CWP-015,2015-11-01,4,Corrective,3.0,880.0,1330.0,Completed,2015-11-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2797,LNG-MTR-023,2015-11-01,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2798,LNG-GEN-059,2015-11-01,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2799,LNG-GEN-059,2015-11-01,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2800,LNG-GEN-064,2015-11-01,2,Predictive,3.0,3750.0,4200.0,Completed,2015-11-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2801,LNG-GEN-069,2015-11-01,8,Corrective,12.0,15000.0,16800.0,Completed,2015-11-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2802,LNG-GEN-084,2015-11-01,1,Predictive,3.0,6250.0,6700.0,Completed,2015-11-01,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2803,LNG-CWP-090,2015-11-01,8,Corrective,12.0,13200.0,15000.0,Completed,2015-11-02,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2804,LNG-CWP-090,2015-11-01,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-11-01,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2805,LNG-CWP-095,2015-11-01,8,Predictive,9.0,13200.0,14550.0,Completed,2015-11-02,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2806,LNG-CWP-095,2015-11-01,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-01,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2807,LNG-MTR-008,2015-11-02,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-11-02,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2808,LNG-PMP-026,2015-11-02,1,Corrective,4.0,5500.0,6100.0,Completed,2015-11-02,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2809,LNG-PMP-026,2015-11-02,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-11-02,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2810,LNG-CWP-035,2015-11-02,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-02,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2811,LNG-CMP-042,2015-11-02,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-11-02,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2812,LNG-MTR-043,2015-11-02,1,Corrective,4.0,5000.0,5600.0,Completed,2015-11-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2813,LNG-MTR-043,2015-11-02,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-11-02,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2814,LNG-MTR-078,2015-11-02,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-11-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2815,LNG-MTR-078,2015-11-02,4,Corrective,3.0,800.0,1250.0,Completed,2015-11-02,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2816,LNG-MTR-003,2015-11-03,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-11-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2817,LNG-MTR-003,2015-11-03,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-11-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2818,LNG-PMP-006,2015-11-03,2,Predictive,3.0,3300.0,3750.0,Completed,2015-11-03,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2819,LNG-PMP-006,2015-11-03,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-03,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2820,LNG-CMP-022,2015-11-03,2,Condition-Based,3.0,4500.0,4950.0,Completed,2015-11-03,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2821,LNG-CMP-022,2015-11-03,8,Corrective,12.0,18000.0,19800.0,Completed,2015-11-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2822,LNG-PMP-031,2015-11-03,2,Predictive,3.0,3300.0,3750.0,Completed,2015-11-03,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2823,LNG-PMP-031,2015-11-03,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-03,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2824,LNG-CWP-045,2015-11-03,1,Corrective,4.0,5500.0,6100.0,Completed,2015-11-03,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2825,LNG-CWP-045,2015-11-03,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-11-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2826,LNG-CWP-075,2015-11-03,8,Predictive,9.0,13200.0,14550.0,Completed,2015-11-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2827,LNG-PMP-021,2015-11-04,4,Corrective,3.0,880.0,1330.0,Completed,2015-11-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2828,LNG-PMP-046,2015-11-04,1,Predictive,3.0,5500.0,5950.0,Completed,2015-11-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2829,LNG-CMP-057,2015-11-04,1,Corrective,4.0,7500.0,8100.0,Completed,2015-11-04,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2830,LNG-CMP-072,2015-11-04,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-11-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2831,LNG-GEN-074,2015-11-04,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-11-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2832,LNG-PMP-086,2015-11-04,1,Predictive,3.0,5500.0,5950.0,Completed,2015-11-04,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2833,LNG-GEN-089,2015-11-04,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-11-04,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2834,LNG-GEN-094,2015-11-04,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-11-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2835,LNG-CWP-005,2015-11-05,8,Predictive,9.0,13200.0,14550.0,Completed,2015-11-06,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2836,LNG-CWP-005,2015-11-05,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-05,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2837,LNG-CMP-007,2015-11-05,2,Predictive,3.0,4500.0,4950.0,Completed,2015-11-05,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2838,LNG-CMP-007,2015-11-05,4,Predictive,2.25,1200.0,1537.5,Completed,2015-11-05,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2839,LNG-CWP-030,2015-11-05,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-11-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2840,LNG-CMP-047,2015-11-05,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-11-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2841,LNG-CMP-097,2015-11-05,2,Condition-Based,3.0,4500.0,4950.0,Completed,2015-11-05,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2842,LNG-CMP-027,2015-11-06,1,Predictive,3.0,7500.0,7950.0,Completed,2015-11-06,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2843,LNG-CMP-027,2015-11-06,8,Predictive,9.0,18000.0,19350.0,Completed,2015-11-07,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2844,LNG-CMP-032,2015-11-06,1,Corrective,4.0,7500.0,8100.0,Completed,2015-11-06,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2845,LNG-MTR-013,2015-11-07,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-11-07,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2846,LNG-MTR-013,2015-11-07,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-11-08,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2847,LNG-MTR-048,2015-11-07,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-11-07,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2848,LNG-MTR-048,2015-11-07,2,Corrective,4.0,3000.0,3600.0,Completed,2015-11-07,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2849,LNG-PMP-071,2015-11-07,1,Predictive,3.0,5500.0,5950.0,Completed,2015-11-07,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2850,LNG-CMP-077,2015-11-07,8,Preventive,12.0,18000.0,19800.0,Completed,2015-11-08,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2851,LNG-CMP-087,2015-11-08,4,Preventive,3.0,1200.0,1650.0,Completed,2015-11-08,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2852,LNG-MTR-053,2015-11-09,2,Corrective,4.0,3000.0,3600.0,Completed,2015-11-09,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2853,LNG-CMP-062,2015-11-09,2,Predictive,3.0,4500.0,4950.0,Completed,2015-11-09,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2854,LNG-MTR-063,2015-11-09,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-11-09,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2855,LNG-MTR-063,2015-11-09,2,Corrective,4.0,3000.0,3600.0,Completed,2015-11-09,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2856,LNG-CWP-070,2015-11-09,1,Corrective,4.0,5500.0,6100.0,Completed,2015-11-09,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2857,LNG-CWP-070,2015-11-09,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-11-10,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2858,LNG-CWP-080,2015-11-09,2,Corrective,4.0,3300.0,3900.0,Completed,2015-11-09,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2859,LNG-CMP-082,2015-11-09,1,Predictive,3.0,7500.0,7950.0,Completed,2015-11-09,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2860,LNG-CWP-100,2015-11-09,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-11-09,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2861,LNG-PMP-056,2015-11-10,1,Corrective,4.0,5500.0,6100.0,Completed,2015-11-10,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2862,LNG-MTR-018,2015-11-11,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-11-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2863,LNG-GEN-049,2015-11-11,8,Corrective,12.0,15000.0,16800.0,Completed,2015-11-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2864,LNG-CWP-050,2015-11-11,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-11-11,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2865,LNG-GEN-054,2015-11-11,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-11-11,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2866,LNG-GEN-054,2015-11-11,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-11-11,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2867,LNG-CWP-060,2015-11-11,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-11,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2868,LNG-CWP-085,2015-11-11,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-11-11,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2869,LNG-CWP-085,2015-11-11,2,Corrective,4.0,3300.0,3900.0,Completed,2015-11-11,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2870,LNG-MTR-098,2015-11-11,4,Predictive,2.25,800.0,1137.5,Completed,2015-11-11,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2871,LNG-GEN-014,2015-11-12,2,Preventive,4.0,3750.0,4350.0,Completed,2015-11-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2872,LNG-GEN-014,2015-11-12,4,Preventive,3.0,1000.0,1450.0,Completed,2015-11-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2873,LNG-CMP-017,2015-11-12,8,Predictive,9.0,18000.0,19350.0,Completed,2015-11-13,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2874,LNG-MTR-033,2015-11-12,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-11-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2875,LNG-MTR-033,2015-11-12,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2876,LNG-GEN-034,2015-11-12,1,Corrective,4.0,6250.0,6850.0,Completed,2015-11-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2877,LNG-GEN-034,2015-11-12,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2878,LNG-GEN-039,2015-11-12,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-11-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2879,LNG-GEN-039,2015-11-12,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2880,LNG-PMP-051,2015-11-12,8,Predictive,9.0,13200.0,14550.0,Completed,2015-11-13,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2881,LNG-CWP-065,2015-11-12,8,Predictive,9.0,13200.0,14550.0,Completed,2015-11-13,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2882,LNG-CMP-067,2015-11-12,2,Predictive,3.0,4500.0,4950.0,Completed,2015-11-12,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2883,LNG-MTR-093,2015-11-12,2,Predictive,3.0,3000.0,3450.0,Completed,2015-11-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2884,LNG-MTR-093,2015-11-12,8,Predictive,9.0,12000.0,13350.0,Completed,2015-11-13,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2885,LNG-GEN-004,2015-11-13,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2886,LNG-GEN-004,2015-11-13,4,Condition-Based,2.25,1000.0,1337.5,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2887,LNG-PMP-016,2015-11-13,1,Predictive,3.0,5500.0,5950.0,Completed,2015-11-13,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2888,LNG-PMP-016,2015-11-13,4,Predictive,2.25,880.0,1217.5,Completed,2015-11-13,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2889,LNG-GEN-024,2015-11-13,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2890,LNG-GEN-024,2015-11-13,4,Corrective,3.0,1000.0,1450.0,Completed,2015-11-13,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2891,LNG-GEN-029,2015-11-13,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-11-14,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2892,LNG-PMP-041,2015-11-13,1,Condition-Based,3.0,5500.0,5950.0,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2893,LNG-PMP-041,2015-11-13,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-11-14,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2894,LNG-MTR-068,2015-11-13,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-11-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
